facet_id,facet_name,row_kind,source_ref,source_construct,domain,subdomain,facet_type,value_polarity,text_observability,applicability_scope,score_scale,score_anchors_json,definition,embedding_text,difficulty,domain_confidence,needs_review,version
K0328,Delegation Ability,facet,,,leadership_org,leadership_org,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Delegation Ability'."", ""-1"": ""Mild lack of 'Delegation Ability'."", ""0"": ""'Delegation Ability' not expressed / neutral."", ""1"": ""Moderate 'Delegation Ability'."", ""2"": ""Strong, exemplary 'Delegation Ability'.""}",Degree to which the turn exhibits 'Delegation Ability' (leadership org).,Delegation Ability | leadership org | Degree to which the turn exhibits 'Delegation Ability' (leadership org).,easy,medium,False,2026.06.0
K0329,Tiferet,facet,788,Kabbalah sephira balance,spiritual_religious,Kabbalah sephira balance,qualitative_trait,neutral,requires_explicit_mention,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Tiferet'."", ""-1"": ""Mild lack of 'Tiferet'."", ""0"": ""'Tiferet' not expressed / neutral."", ""1"": ""Moderate 'Tiferet'."", ""2"": ""Strong, exemplary 'Tiferet'.""}",Degree to which the turn exhibits 'Tiferet' (spiritual religious).,Tiferet | Kabbalah sephira balance | spiritual religious | Degree to which the turn exhibits 'Tiferet' (spiritual religious).,medium,high,False,2026.06.0
K0330,Desire to influence others,facet,,,linguistic_quality,linguistic_quality,qualitative_trait,bipolar,observable,universal,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Desire to influence others'."", ""-1"": ""Mild lack of 'Desire to influence others'."", ""0"": ""'Desire to influence others' not expressed / neutral."", ""1"": ""Moderate 'Desire to influence others'."", ""2"": ""Strong, exemplary 'Desire to influence others'.""}",Degree to which the turn exhibits 'Desire to influence others' (linguistic quality).,Desire to influence others | linguistic quality | Degree to which the turn exhibits 'Desire to influence others' (linguistic quality).,easy,medium,False,2026.06.0
K0331,Vivacity,facet,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Vivacity'."", ""-1"": ""Mild lack of 'Vivacity'."", ""0"": ""'Vivacity' not expressed / neutral."", ""1"": ""Moderate 'Vivacity'."", ""2"": ""Strong, exemplary 'Vivacity'.""}",Degree to which the turn exhibits 'Vivacity' (personality trait).,Vivacity | personality trait | Degree to which the turn exhibits 'Vivacity' (personality trait).,easy,medium,False,2026.06.0
K0332,Genialness,facet,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Genialness'."", ""-1"": ""Mild lack of 'Genialness'."", ""0"": ""'Genialness' not expressed / neutral."", ""1"": ""Moderate 'Genialness'."", ""2"": ""Strong, exemplary 'Genialness'.""}",Degree to which the turn exhibits 'Genialness' (personality trait).,Genialness | personality trait | Degree to which the turn exhibits 'Genialness' (personality trait).,easy,medium,False,2026.06.0
K0333,Working Memory Index,facet,,Cognitive measure,cognitive_numerical,Cognitive measure,level_score,neutral,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Very low 'Working Memory Index'."", ""-1"": ""Below-average 'Working Memory Index'."", ""0"": ""Average or not evidenced 'Working Memory Index'."", ""1"": ""Above-average 'Working Memory Index'."", ""2"": ""Very high 'Working Memory Index'.""}",Degree to which the turn exhibits 'Working Memory Index' (cognitive numerical).,Working Memory Index | Cognitive measure | cognitive numerical | Degree to which the turn exhibits 'Working Memory Index' (cognitive numerical).,easy,high,False,2026.06.0
K0334,Ethical practices,facet,,,values_morality,values_morality,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Ethical practices'."", ""-1"": ""Mild lack of 'Ethical practices'."", ""0"": ""'Ethical practices' not expressed / neutral."", ""1"": ""Moderate 'Ethical practices'."", ""2"": ""Strong, exemplary 'Ethical practices'.""}",Degree to which the turn exhibits 'Ethical practices' (values morality).,Ethical practices | values morality | Degree to which the turn exhibits 'Ethical practices' (values morality).,easy,medium,False,2026.06.0
K0335,Channeling sessions / year,facet,945,New-Age spiritual metric,spiritual_religious,New-Age spiritual metric,frequency_count,neutral,requires_external_data,rare,"-2,-1,0,1,2","{""-2"": ""No evidence; 'Channeling sessions / year' never indicated."", ""-1"": ""Rare / minimal indication of 'Channeling sessions / year'."", ""0"": ""Unstated or moderate level of 'Channeling sessions / year'."", ""1"": ""Frequent / clear indication of 'Channeling sessions / year'."", ""2"": ""Very high / extreme 'Channeling sessions / year'.""}",Degree to which the turn reveals the frequency/amount of 'Channeling sessions / year' (spiritual religious).,Channeling sessions / year | New-Age spiritual metric | spiritual religious | Degree to which the turn reveals the frequency/amount of 'Channeling sessions / year' (spiritual religious).,hard,high,True,2026.06.0
K0336,Civility,facet,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Civility'."", ""-1"": ""Mild lack of 'Civility'."", ""0"": ""'Civility' not expressed / neutral."", ""1"": ""Moderate 'Civility'."", ""2"": ""Strong, exemplary 'Civility'.""}",Degree to which the turn exhibits 'Civility' (personality trait).,Civility | personality trait | Degree to which the turn exhibits 'Civility' (personality trait).,easy,medium,False,2026.06.0
K0337,Sleep Apnea,facet,,,clinical_health,clinical_health,qualitative_trait,neutral,requires_external_data,rare,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Sleep Apnea'."", ""-1"": ""Mild lack of 'Sleep Apnea'."", ""0"": ""'Sleep Apnea' not expressed / neutral."", ""1"": ""Moderate 'Sleep Apnea'."", ""2"": ""Strong, exemplary 'Sleep Apnea'.""}",Degree to which the turn exhibits 'Sleep Apnea' (clinical health).,Sleep Apnea | clinical health | Degree to which the turn exhibits 'Sleep Apnea' (clinical health).,hard,medium,True,2026.06.0
K0338,Classiness,facet,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Classiness'."", ""-1"": ""Mild lack of 'Classiness'."", ""0"": ""'Classiness' not expressed / neutral."", ""1"": ""Moderate 'Classiness'."", ""2"": ""Strong, exemplary 'Classiness'.""}",Degree to which the turn exhibits 'Classiness' (personality trait).,Classiness | personality trait | Degree to which the turn exhibits 'Classiness' (personality trait).,easy,medium,False,2026.06.0
K0339,Control over situations,facet,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Control over situations'."", ""-1"": ""Mild lack of 'Control over situations'."", ""0"": ""'Control over situations' not expressed / neutral."", ""1"": ""Moderate 'Control over situations'."", ""2"": ""Strong, exemplary 'Control over situations'.""}",Degree to which the turn exhibits 'Control over situations' (personality trait).,Control over situations | personality trait | Degree to which the turn exhibits 'Control over situations' (personality trait).,medium,low,True,2026.06.0
K0340,Time outdoors/day (h),facet,,,lifestyle_behavior,lifestyle_behavior,frequency_count,neutral,requires_external_data,rare,"-2,-1,0,1,2","{""-2"": ""No evidence; 'Time outdoors/day (h)' never indicated."", ""-1"": ""Rare / minimal indication of 'Time outdoors/day (h)'."", ""0"": ""Unstated or moderate level of 'Time outdoors/day (h)'."", ""1"": ""Frequent / clear indication of 'Time outdoors/day (h)'."", ""2"": ""Very high / extreme 'Time outdoors/day (h)'.""}",Degree to which the turn reveals the frequency/amount of 'Time outdoors/day (h)' (lifestyle behavior).,Time outdoors/day (h) | lifestyle behavior | Degree to which the turn reveals the frequency/amount of 'Time outdoors/day (h)' (lifestyle behavior).,hard,medium,True,2026.06.0
K0341,Effeteness,facet,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Effeteness'."", ""-1"": ""Mild lack of 'Effeteness'."", ""0"": ""'Effeteness' not expressed / neutral."", ""1"": ""Moderate 'Effeteness'."", ""2"": ""Strong, exemplary 'Effeteness'.""}",Degree to which the turn exhibits 'Effeteness' (personality trait).,Effeteness | personality trait | Degree to which the turn exhibits 'Effeteness' (personality trait).,easy,medium,False,2026.06.0
K0342,cardiovascular disease,facet,,Polygenic risk,clinical_health,Polygenic risk,qualitative_trait,neutral,requires_external_data,rare,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'cardiovascular disease'."", ""-1"": ""Mild lack of 'cardiovascular disease'."", ""0"": ""'cardiovascular disease' not expressed / neutral."", ""1"": ""Moderate 'cardiovascular disease'."", ""2"": ""Strong, exemplary 'cardiovascular disease'.""}",Degree to which the turn exhibits 'cardiovascular disease' (clinical health).,cardiovascular disease | Polygenic risk | clinical health | Degree to which the turn exhibits 'cardiovascular disease' (clinical health).,hard,high,True,2026.06.0
K0343,Identity Diffusion level,facet,,Psychological construct,personality_trait,Psychological construct,level_score,bipolar,requires_external_data,rare,"-2,-1,0,1,2","{""-2"": ""Very low 'Identity Diffusion level'."", ""-1"": ""Below-average 'Identity Diffusion level'."", ""0"": ""Average or not evidenced 'Identity Diffusion level'."", ""1"": ""Above-average 'Identity Diffusion level'."", ""2"": ""Very high 'Identity Diffusion level'.""}",Degree to which the turn exhibits 'Identity Diffusion level' (personality trait).,Identity Diffusion level | Psychological construct | personality trait | Degree to which the turn exhibits 'Identity Diffusion level' (personality trait).,hard,high,True,2026.06.0
K0344,Learning through movement,facet,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Learning through movement'."", ""-1"": ""Mild lack of 'Learning through movement'."", ""0"": ""'Learning through movement' not expressed / neutral."", ""1"": ""Moderate 'Learning through movement'."", ""2"": ""Strong, exemplary 'Learning through movement'.""}",Degree to which the turn exhibits 'Learning through movement' (personality trait).,Learning through movement | personality trait | Degree to which the turn exhibits 'Learning through movement' (personality trait).,medium,low,True,2026.06.0
K0345,Caffeine sensitivity gene,facet,,,emotion_affect,emotion_affect,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Caffeine sensitivity gene'."", ""-1"": ""Mild lack of 'Caffeine sensitivity gene'."", ""0"": ""'Caffeine sensitivity gene' not expressed / neutral."", ""1"": ""Moderate 'Caffeine sensitivity gene'."", ""2"": ""Strong, exemplary 'Caffeine sensitivity gene'.""}",Degree to which the turn exhibits 'Caffeine sensitivity gene' (emotion affect).,Caffeine sensitivity gene | emotion affect | Degree to which the turn exhibits 'Caffeine sensitivity gene' (emotion affect).,easy,medium,False,2026.06.0
K0346,Hatefulness,facet,,,safety,safety,qualitative_trait,bipolar,observable,universal,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Hatefulness'."", ""-1"": ""Mild lack of 'Hatefulness'."", ""0"": ""'Hatefulness' not expressed / neutral."", ""1"": ""Moderate 'Hatefulness'."", ""2"": ""Strong, exemplary 'Hatefulness'.""}",Degree to which the turn exhibits 'Hatefulness' (safety).,Hatefulness | safety | Degree to which the turn exhibits 'Hatefulness' (safety).,easy,medium,False,2026.06.0
K0347,Persistence,category_header,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Persistence'."", ""-1"": ""Mild lack of 'Persistence'."", ""0"": ""'Persistence' not expressed / neutral."", ""1"": ""Moderate 'Persistence'."", ""2"": ""Strong, exemplary 'Persistence'.""}",Degree to which the turn exhibits 'Persistence' (personality trait).,Persistence | personality trait | Degree to which the turn exhibits 'Persistence' (personality trait).,easy,medium,False,2026.06.0
K0348,Perfectionistic Strivings,facet,,Psychological construct,personality_trait,Psychological construct,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Perfectionistic Strivings'."", ""-1"": ""Mild lack of 'Perfectionistic Strivings'."", ""0"": ""'Perfectionistic Strivings' not expressed / neutral."", ""1"": ""Moderate 'Perfectionistic Strivings'."", ""2"": ""Strong, exemplary 'Perfectionistic Strivings'.""}",Degree to which the turn exhibits 'Perfectionistic Strivings' (personality trait).,Perfectionistic Strivings | Psychological construct | personality trait | Degree to which the turn exhibits 'Perfectionistic Strivings' (personality trait).,easy,high,False,2026.06.0
K0349,Wake-time consistency,facet,,,personality_trait,general_trait,level_score,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Very low 'Wake-time consistency'."", ""-1"": ""Below-average 'Wake-time consistency'."", ""0"": ""Average or not evidenced 'Wake-time consistency'."", ""1"": ""Above-average 'Wake-time consistency'."", ""2"": ""Very high 'Wake-time consistency'.""}",Degree to which the turn exhibits 'Wake-time consistency' (personality trait).,Wake-time consistency | personality trait | Degree to which the turn exhibits 'Wake-time consistency' (personality trait).,easy,medium,False,2026.06.0
K0350,Numerical Reasoning,category_header,,,cognitive_numerical,cognitive_numerical,level_score,neutral,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Very low 'Numerical Reasoning'."", ""-1"": ""Below-average 'Numerical Reasoning'."", ""0"": ""Average or not evidenced 'Numerical Reasoning'."", ""1"": ""Above-average 'Numerical Reasoning'."", ""2"": ""Very high 'Numerical Reasoning'.""}",Degree to which the turn exhibits 'Numerical Reasoning' (cognitive numerical).,Numerical Reasoning | cognitive numerical | Degree to which the turn exhibits 'Numerical Reasoning' (cognitive numerical).,easy,medium,False,2026.06.0
K0351,Mentalizing network activation,facet,,Social-cognition variable,social_relational,Social-cognition variable,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Mentalizing network activation'."", ""-1"": ""Mild lack of 'Mentalizing network activation'."", ""0"": ""'Mentalizing network activation' not expressed / neutral."", ""1"": ""Moderate 'Mentalizing network activation'."", ""2"": ""Strong, exemplary 'Mentalizing network activation'.""}",Degree to which the turn exhibits 'Mentalizing network activation' (social relational).,Mentalizing network activation | Social-cognition variable | social relational | Degree to which the turn exhibits 'Mentalizing network activation' (social relational).,easy,high,False,2026.06.0
K0352,Patriotism,facet,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Patriotism'."", ""-1"": ""Mild lack of 'Patriotism'."", ""0"": ""'Patriotism' not expressed / neutral."", ""1"": ""Moderate 'Patriotism'."", ""2"": ""Strong, exemplary 'Patriotism'.""}",Degree to which the turn exhibits 'Patriotism' (personality trait).,Patriotism | personality trait | Degree to which the turn exhibits 'Patriotism' (personality trait).,easy,medium,False,2026.06.0
K0353,Leadership Styles,category_header,,,leadership_org,leadership_org,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Leadership Styles'."", ""-1"": ""Mild lack of 'Leadership Styles'."", ""0"": ""'Leadership Styles' not expressed / neutral."", ""1"": ""Moderate 'Leadership Styles'."", ""2"": ""Strong, exemplary 'Leadership Styles'.""}",Degree to which the turn exhibits 'Leadership Styles' (leadership org).,Leadership Styles | leadership org | Degree to which the turn exhibits 'Leadership Styles' (leadership org).,easy,medium,False,2026.06.0
K0354,Servility,facet,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Servility'."", ""-1"": ""Mild lack of 'Servility'."", ""0"": ""'Servility' not expressed / neutral."", ""1"": ""Moderate 'Servility'."", ""2"": ""Strong, exemplary 'Servility'.""}",Degree to which the turn exhibits 'Servility' (personality trait).,Servility | personality trait | Degree to which the turn exhibits 'Servility' (personality trait).,easy,medium,False,2026.06.0
K0355,I Ching hexagram 24 resonance level,facet,742,,spiritual_religious,spiritual_religious,level_score,neutral,requires_external_data,rare,"-2,-1,0,1,2","{""-2"": ""Very low 'I Ching hexagram 24 resonance level'."", ""-1"": ""Below-average 'I Ching hexagram 24 resonance level'."", ""0"": ""Average or not evidenced 'I Ching hexagram 24 resonance level'."", ""1"": ""Above-average 'I Ching hexagram 24 resonance level'."", ""2"": ""Very high 'I Ching hexagram 24 resonance level'.""}",Degree to which the turn exhibits 'I Ching hexagram 24 resonance level' (spiritual religious).,I Ching hexagram 24 resonance level | spiritual religious | Degree to which the turn exhibits 'I Ching hexagram 24 resonance level' (spiritual religious).,hard,medium,True,2026.06.0
K0356,Enneagram Personality Types,category_header,,,personality_trait,personality_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Enneagram Personality Types'."", ""-1"": ""Mild lack of 'Enneagram Personality Types'."", ""0"": ""'Enneagram Personality Types' not expressed / neutral."", ""1"": ""Moderate 'Enneagram Personality Types'."", ""2"": ""Strong, exemplary 'Enneagram Personality Types'.""}",Degree to which the turn exhibits 'Enneagram Personality Types' (personality trait).,Enneagram Personality Types | personality trait | Degree to which the turn exhibits 'Enneagram Personality Types' (personality trait).,easy,medium,False,2026.06.0
K0357,Stress Recovery Ability,facet,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Stress Recovery Ability'."", ""-1"": ""Mild lack of 'Stress Recovery Ability'."", ""0"": ""'Stress Recovery Ability' not expressed / neutral."", ""1"": ""Moderate 'Stress Recovery Ability'."", ""2"": ""Strong, exemplary 'Stress Recovery Ability'.""}",Degree to which the turn exhibits 'Stress Recovery Ability' (personality trait).,Stress Recovery Ability | personality trait | Degree to which the turn exhibits 'Stress Recovery Ability' (personality trait).,medium,low,True,2026.06.0
K0358,Troubleshooting technical issues,facet,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Troubleshooting technical issues'."", ""-1"": ""Mild lack of 'Troubleshooting technical issues'."", ""0"": ""'Troubleshooting technical issues' not expressed / neutral."", ""1"": ""Moderate 'Troubleshooting technical issues'."", ""2"": ""Strong, exemplary 'Troubleshooting technical issues'.""}",Degree to which the turn exhibits 'Troubleshooting technical issues' (personality trait).,Troubleshooting technical issues | personality trait | Degree to which the turn exhibits 'Troubleshooting technical issues' (personality trait).,medium,low,True,2026.06.0
K0359,Introjection,facet,,Defense-mechanism tendency,personality_trait,Defense-mechanism tendency,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Introjection'."", ""-1"": ""Mild lack of 'Introjection'."", ""0"": ""'Introjection' not expressed / neutral."", ""1"": ""Moderate 'Introjection'."", ""2"": ""Strong, exemplary 'Introjection'.""}",Degree to which the turn exhibits 'Introjection' (personality trait).,Introjection | Defense-mechanism tendency | personality trait | Degree to which the turn exhibits 'Introjection' (personality trait).,easy,high,False,2026.06.0
K0360,Irritability,facet,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Irritability'."", ""-1"": ""Mild lack of 'Irritability'."", ""0"": ""'Irritability' not expressed / neutral."", ""1"": ""Moderate 'Irritability'."", ""2"": ""Strong, exemplary 'Irritability'.""}",Degree to which the turn exhibits 'Irritability' (personality trait).,Irritability | personality trait | Degree to which the turn exhibits 'Irritability' (personality trait).,easy,medium,False,2026.06.0
K0361,Travel-companions diversity,facet,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Travel-companions diversity'."", ""-1"": ""Mild lack of 'Travel-companions diversity'."", ""0"": ""'Travel-companions diversity' not expressed / neutral."", ""1"": ""Moderate 'Travel-companions diversity'."", ""2"": ""Strong, exemplary 'Travel-companions diversity'.""}",Degree to which the turn exhibits 'Travel-companions diversity' (personality trait).,Travel-companions diversity | personality trait | Degree to which the turn exhibits 'Travel-companions diversity' (personality trait).,easy,medium,False,2026.06.0
K0362,Quran surahs memorized,facet,627,Sacred text engagement,spiritual_religious,Sacred text engagement,qualitative_trait,neutral,requires_explicit_mention,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Quran surahs memorized'."", ""-1"": ""Mild lack of 'Quran surahs memorized'."", ""0"": ""'Quran surahs memorized' not expressed / neutral."", ""1"": ""Moderate 'Quran surahs memorized'."", ""2"": ""Strong, exemplary 'Quran surahs memorized'.""}",Degree to which the turn exhibits 'Quran surahs memorized' (spiritual religious).,Quran surahs memorized | Sacred text engagement | spiritual religious | Degree to which the turn exhibits 'Quran surahs memorized' (spiritual religious).,medium,high,False,2026.06.0
K0363,Trust in others,facet,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Trust in others'."", ""-1"": ""Mild lack of 'Trust in others'."", ""0"": ""'Trust in others' not expressed / neutral."", ""1"": ""Moderate 'Trust in others'."", ""2"": ""Strong, exemplary 'Trust in others'.""}",Degree to which the turn exhibits 'Trust in others' (personality trait).,Trust in others | personality trait | Degree to which the turn exhibits 'Trust in others' (personality trait).,medium,low,True,2026.06.0
K0364,Gamified-finance-app usage,facet,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Gamified-finance-app usage'."", ""-1"": ""Mild lack of 'Gamified-finance-app usage'."", ""0"": ""'Gamified-finance-app usage' not expressed / neutral."", ""1"": ""Moderate 'Gamified-finance-app usage'."", ""2"": ""Strong, exemplary 'Gamified-finance-app usage'.""}",Degree to which the turn exhibits 'Gamified-finance-app usage' (personality trait).,Gamified-finance-app usage | personality trait | Degree to which the turn exhibits 'Gamified-finance-app usage' (personality trait).,easy,medium,False,2026.06.0
K0365,Eightfold Path - Right Intention level,facet,823,Buddhist practice,spiritual_religious,Buddhist practice,level_score,neutral,requires_external_data,rare,"-2,-1,0,1,2","{""-2"": ""Very low 'Eightfold Path - Right Intention level'."", ""-1"": ""Below-average 'Eightfold Path - Right Intention level'."", ""0"": ""Average or not evidenced 'Eightfold Path - Right Intention level'."", ""1"": ""Above-average 'Eightfold Path - Right Intention level'."", ""2"": ""Very high 'Eightfold Path - Right Intention level'.""}",Degree to which the turn exhibits 'Eightfold Path - Right Intention level' (spiritual religious).,Eightfold Path - Right Intention level | Buddhist practice | spiritual religious | Degree to which the turn exhibits 'Eightfold Path - Right Intention level' (spiritual religious).,hard,high,True,2026.06.0
K0366,Caffeine intake (mg/day),facet,,,lifestyle_behavior,lifestyle_behavior,frequency_count,neutral,requires_external_data,rare,"-2,-1,0,1,2","{""-2"": ""No evidence; 'Caffeine intake (mg/day)' never indicated."", ""-1"": ""Rare / minimal indication of 'Caffeine intake (mg/day)'."", ""0"": ""Unstated or moderate level of 'Caffeine intake (mg/day)'."", ""1"": ""Frequent / clear indication of 'Caffeine intake (mg/day)'."", ""2"": ""Very high / extreme 'Caffeine intake (mg/day)'.""}",Degree to which the turn reveals the frequency/amount of 'Caffeine intake (mg/day)' (lifestyle behavior).,Caffeine intake (mg/day) | lifestyle behavior | Degree to which the turn reveals the frequency/amount of 'Caffeine intake (mg/day)' (lifestyle behavior).,hard,medium,True,2026.06.0
K0367,Comfort with Vulnerability,facet,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Comfort with Vulnerability'."", ""-1"": ""Mild lack of 'Comfort with Vulnerability'."", ""0"": ""'Comfort with Vulnerability' not expressed / neutral."", ""1"": ""Moderate 'Comfort with Vulnerability'."", ""2"": ""Strong, exemplary 'Comfort with Vulnerability'.""}",Degree to which the turn exhibits 'Comfort with Vulnerability' (personality trait).,Comfort with Vulnerability | personality trait | Degree to which the turn exhibits 'Comfort with Vulnerability' (personality trait).,medium,low,True,2026.06.0
K0368,Anticipativeness,facet,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Anticipativeness'."", ""-1"": ""Mild lack of 'Anticipativeness'."", ""0"": ""'Anticipativeness' not expressed / neutral."", ""1"": ""Moderate 'Anticipativeness'."", ""2"": ""Strong, exemplary 'Anticipativeness'.""}",Degree to which the turn exhibits 'Anticipativeness' (personality trait).,Anticipativeness | personality trait | Degree to which the turn exhibits 'Anticipativeness' (personality trait).,easy,medium,False,2026.06.0
K0369,Additional Common Parameters and Their End Points,category_header,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Additional Common Parameters and Their End Points'."", ""-1"": ""Mild lack of 'Additional Common Parameters and Their End Points'."", ""0"": ""'Additional Common Parameters and Their End Points' not expressed / neutral."", ""1"": ""Moderate 'Additional Common Parameters and Their End Points'."", ""2"": ""Strong, exemplary 'Additional Common Parameters and Their End Points'.""}",Degree to which the turn exhibits 'Additional Common Parameters and Their End Points' (personality trait).,Additional Common Parameters and Their End Points | personality trait | Degree to which the turn exhibits 'Additional Common Parameters and Their End Points' (personality trait).,medium,low,True,2026.06.0
K0370,Avoiding,category_header,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Avoiding'."", ""-1"": ""Mild lack of 'Avoiding'."", ""0"": ""'Avoiding' not expressed / neutral."", ""1"": ""Moderate 'Avoiding'."", ""2"": ""Strong, exemplary 'Avoiding'.""}",Degree to which the turn exhibits 'Avoiding' (personality trait).,Avoiding | personality trait | Degree to which the turn exhibits 'Avoiding' (personality trait).,easy,medium,False,2026.06.0
K0371,Home-security-system presence,facet,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Home-security-system presence'."", ""-1"": ""Mild lack of 'Home-security-system presence'."", ""0"": ""'Home-security-system presence' not expressed / neutral."", ""1"": ""Moderate 'Home-security-system presence'."", ""2"": ""Strong, exemplary 'Home-security-system presence'.""}",Degree to which the turn exhibits 'Home-security-system presence' (personality trait).,Home-security-system presence | personality trait | Degree to which the turn exhibits 'Home-security-system presence' (personality trait).,easy,medium,False,2026.06.0
K0372,Honesty-Humility,facet,,HEXACO domain,personality_trait,HEXACO domain,qualitative_trait,positive,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Honesty-Humility'."", ""-1"": ""Mild lack of 'Honesty-Humility'."", ""0"": ""'Honesty-Humility' not expressed / neutral."", ""1"": ""Moderate 'Honesty-Humility'."", ""2"": ""Strong, exemplary 'Honesty-Humility'.""}",Degree to which the turn exhibits 'Honesty-Humility' (personality trait).,Honesty-Humility | HEXACO domain | personality trait | Degree to which the turn exhibits 'Honesty-Humility' (personality trait).,easy,high,False,2026.06.0
K0373,Eating Habits (Home-Cooked vs. Eating Out),facet,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Eating Habits (Home-Cooked vs. Eating Out)'."", ""-1"": ""Mild lack of 'Eating Habits (Home-Cooked vs. Eating Out)'."", ""0"": ""'Eating Habits (Home-Cooked vs. Eating Out)' not expressed / neutral."", ""1"": ""Moderate 'Eating Habits (Home-Cooked vs. Eating Out)'."", ""2"": ""Strong, exemplary 'Eating Habits (Home-Cooked vs. Eating Out)'.""}",Degree to which the turn exhibits 'Eating Habits (Home-Cooked vs. Eating Out)' (personality trait).,Eating Habits (Home-Cooked vs. Eating Out) | personality trait | Degree to which the turn exhibits 'Eating Habits (Home-Cooked vs. Eating Out)' (personality trait).,medium,low,True,2026.06.0
